i;j;player;rival;seed;pScore;rScore;winner;secs;pFled;rFled;pHits;rHits;pKnocked;rKnocked;pCol;rCol;detail
0;0;Muralla;Muralla;4242;22;18;Player;10;4;7;7;4;4;7;26;21;P:GuaC=0/0/7/4/0 P:RecC=12/14/0/0/1 P:RecC=10/12/0/0/3 R:GuaC=0/0/4/5/0 R:RecC=9/10/0/1/4 R:RecC=9/11/0/1/3 
0;1;Muralla;Fortin;4242;22;8;Player;10;6;4;8;4;4;8;25;11;P:GuaC=0/0/8/4/0 P:RecC=11/14/0/0/3 P:RecC=11/11/0/0/3 R:GuaC=0/0/4/5/0 R:CazV=2/3/0/2/0 R:RecC=6/8/0/1/4 
0;2;Muralla;Jauria;4242;14;13;Player;10;7;0;6;4;4;6;21;16;P:GuaC=0/0/6/0/0 P:RecC=9/10/0/1/3 P:RecC=5/11/0/3/4 R:CazC=0/0/0/4/0 R:CazV=0/0/4/2/0 R:RecV=13/16/0/0/0 
0;3;Muralla;Hormiguero;4242;32;19;Player;9;0;3;2;0;0;2;32;29;P:GuaC=2/2/2/0/0 P:RecC=15/15/0/0/0 P:RecC=15/15/0/0/0 R:RecV=8/8/0/0/1 R:RecV=4/10/0/1/1 R:RecV=7/11/0/1/1 
0;4;Muralla;HormigueroSenuelo;4242;24;23;Player;9;5;4;4;0;0;4;27;23;P:GuaC=0/2/4/0/0 P:RecC=12/12/0/0/3 P:RecC=12/13/0/0/2 R:RecV=11/11/0/0/1 R:RecV=12/12/0/0/1 R:SeñC=0/0/0/4/2 
0;5;Muralla;Senuelos;4242;30;15;Player;9;1;2;5;0;0;5;31;20;P:GuaC=0/0/5/0/0 P:RecC=15/15/0/0/1 P:RecC=15/16/0/0/0 R:SeñC=0/0/0/5/1 R:SeñV=2/4/0/0/0 R:RecV=13/16/0/0/1 
0;6;Muralla;Engano;4242;30;23;Player;9;1;6;3;0;0;3;33;26;P:GuaC=2/3/3/0/0 P:RecC=13/14/0/0/1 P:RecC=15/16/0/0/0 R:SeñC=2/3/0/3/1 R:RecC=12/13/0/0/2 R:RecC=9/10/0/0/3 
0;7;Muralla;Emboscada;4242;22;13;Player;10;3;3;6;2;2;6;23;13;P:GuaC=0/0/6/0/0 P:RecC=12/12/0/1/1 P:RecC=10/11/0/1/2 R:CazV=3/3/2/0/0 R:SeñV=0/0/0/6/0 R:RecC=10/10/0/0/3 
0;8;Muralla;Codicia;4242;27;19;Player;9;0;13;3;0;0;3;31;26;P:GuaC=0/1/3/0/0 P:RecC=12/14/0/0/0 P:RecC=15/16/0/0/0 R:RecC=4/8/0/2/5 R:RecC=9/10/0/0/3 R:RecC=6/8/0/1/5 
0;9;Muralla;Mixta;4242;10;17;Rival;10;5;0;6;9;9;6;21;20;P:GuaC=0/0/6/2/0 P:RecC=6/12/0/3/3 P:RecC=4/9/0/4/2 R:GuaC=0/0/6/5/0 R:CazC=4/4/3/1/0 R:RecV=13/16/0/0/0 
1;0;Fortin;Muralla;4242;14;18;Rival;10;2;5;6;5;5;6;16;24;P:GuaC=0/0/5/4/0 P:CazV=4/6/1/0/0 P:RecC=10/10/0/1/2 R:GuaC=0/0/5/3/0 R:RecC=12/12/0/1/2 R:RecC=6/12/0/2/3 
1;1;Fortin;Fortin;4242;9;6;Player;10;3;3;9;5;5;9;13;9;P:GuaC=0/0/7/3/0 P:CazV=2/3/2/0/0 P:RecC=7/10/0/2/3 R:GuaC=0/0/3/3/0 R:CazV=0/2/2/2/0 R:RecC=6/7/0/4/3 
1;2;Fortin;Jauria;4242;9;5;Player;10;3;8;9;3;3;9;9;7;P:GuaC=0/0/5/0/0 P:CazV=0/0/4/0/0 P:RecC=9/9/0/3/3 R:CazC=0/1/2/3/0 R:CazV=3/3/1/2/0 R:RecV=2/3/0/4/8 
1;3;Fortin;Hormiguero;4242;21;11;Player;10;0;20;7;0;0;7;21;11;P:GuaC=6/6/1/0/0 P:CazV=0/0/6/0/0 P:RecC=15/15/0/0/0 R:RecV=2/2/0/2/8 R:RecV=5/5/0/3/6 R:RecV=4/4/0/2/6 
1;4;Fortin;HormigueroSenuelo;4242;14;14;None;9;1;14;4;0;0;4;17;15;P:GuaC=0/0/2/0/0 P:CazV=2/2/2/0/0 P:RecC=12/15/0/0/1 R:RecV=6/6/0/1/5 R:RecV=8/9/0/0/6 R:SeñC=0/0/0/3/3 
1;5;Fortin;Senuelos;4242;14;5;Player;10;2;10;11;0;0;11;16;7;P:GuaC=2/2/5/0/0 P:CazV=0/2/6/0/0 P:RecC=12/12/0/0/2 R:SeñC=0/0/0/5/2 R:SeñV=0/2/0/2/2 R:RecV=5/5/0/4/6 
1;6;Fortin;Engano;4242;17;5;Player;9;0;17;7;0;0;7;17;13;P:GuaC=0/0/6/0/0 P:CazV=2/2/1/0/0 P:RecC=15/15/0/0/0 R:SeñC=0/0/0/3/5 R:RecC=3/8/0/3/4 R:RecC=2/5/0/1/8 
1;7;Fortin;Emboscada;4242;9;6;Player;10;1;7;7;2;2;7;18;13;P:GuaC=0/0/5/0/0 P:CazV=0/4/2/1/0 P:RecC=9/14/0/1/1 R:CazV=4/4/2/0/0 R:SeñV=0/2/0/3/1 R:RecC=2/7/0/4/6 
1;8;Fortin;Codicia;4242;17;3;Player;10;0;25;9;0;0;9;19;9;P:GuaC=0/0/5/0/0 P:CazV=2/4/4/0/0 P:RecC=15/15/0/0/0 R:RecC=1/6/0/4/7 R:RecC=1/1/0/2/10 R:RecC=1/2/0/3/8 
1;9;Fortin;Mixta;4242;11;6;Player;10;4;8;10;5;5;10;11;6;P:GuaC=0/0/7/4/0 P:CazV=0/0/3/0/0 P:RecC=11/11/0/1/4 R:GuaC=0/0/4/5/0 R:CazC=2/2/1/2/0 R:RecV=4/4/0/3/8 
2;0;Jauria;Muralla;4242;17;17;None;10;0;4;6;6;6;6;22;21;P:CazC=3/3/4/2/0 P:CazV=1/3/2/4/0 P:RecV=13/16/0/0/0 R:GuaC=0/0/6/0/0 R:RecC=12/13/0/2/1 R:RecC=5/8/0/4/3 
2;1;Jauria;Fortin;4242;5;9;Rival;10;8;1;3;6;6;3;7;12;P:CazC=2/2/3/2/0 P:CazV=2/4/0/1/0 P:RecV=1/1/0/3/8 R:GuaC=0/0/3/0/0 R:CazV=0/0/3/0/0 R:RecC=9/12/0/3/1 
2;2;Jauria;Jauria;4242;14;15;Rival;10;3;2;6;4;4;6;21;21;P:CazC=1/2/3/2/0 P:CazV=2/8/3/2/0 P:RecV=11/11/0/0/3 R:CazC=3/5/2/3/0 R:CazV=4/5/2/1/0 R:RecV=8/11/0/2/2 
2;3;Jauria;Hormiguero;4242;21;17;Player;9;0;14;2;0;0;2;21;17;P:CazC=4/4/0/0/0 P:CazV=2/2/2/0/0 P:RecV=15/15/0/0/0 R:RecV=5/5/0/0/5 R:RecV=6/6/0/2/4 R:RecV=6/6/0/0/5 
2;4;Jauria;HormigueroSenuelo;4242;21;15;Player;9;0;10;4;0;0;4;21;20;P:CazC=2/2/2/0/0 P:CazV=8/8/2/0/0 P:RecV=11/11/0/0/0 R:RecV=3/8/0/1/3 R:RecV=9/9/0/0/4 R:SeñC=3/3/0/3/3 
2;5;Jauria;Senuelos;4242;15;10;Player;10;0;7;10;0;0;10;18;14;P:CazC=0/0/5/0/0 P:CazV=2/2/5/0/0 P:RecV=13/16/0/0/0 R:SeñC=0/1/0/4/2 R:SeñV=0/0/0/5/3 R:RecV=10/13/0/1/2 
2;6;Jauria;Engano;4242;15;9;Player;10;0;16;7;0;0;7;21;13;P:CazC=0/1/4/0/0 P:CazV=2/4/3/0/0 P:RecV=13/16/0/0/0 R:SeñC=0/0/0/1/6 R:RecC=3/6/0/4/5 R:RecC=6/7/0/2/5 
2;7;Jauria;Emboscada;4242;2;6;Rival;10;8;8;4;4;4;4;4;8;P:CazC=0/2/2/0/0 P:CazV=0/0/2/0/0 P:RecV=2/2/0/4/8 R:CazV=0/2/4/0/0 R:SeñV=0/0/0/3/2 R:RecC=6/6/0/1/6 
2;8;Jauria;Codicia;4242;17;4;Player;10;0;24;9;0;0;9;24;8;P:CazC=2/4/6/0/0 P:CazV=2/4/3/0/0 P:RecV=13/16/0/0/0 R:RecC=1/4/0/2/7 R:RecC=3/3/0/2/8 R:RecC=0/1/0/5/9 
2;9;Jauria;Mixta;4242;14;7;Player;10;0;8;4;5;5;4;16;10;P:CazC=1/2/2/4/0 P:CazV=0/0/2/0/0 P:RecV=13/14/0/1/0 R:GuaC=0/2/3/2/0 R:CazC=5/6/2/0/0 R:RecV=2/2/0/2/8 
3;0;Hormiguero;Muralla;4242;24;32;Rival;9;3;0;0;2;2;0;27;33;P:RecV=6/7/0/1/2 P:RecV=9/9/0/0/1 P:RecV=9/11/0/1/0 R:GuaC=2/2/2/0/0 R:RecC=15/16/0/0/0 R:RecC=15/15/0/0/0 
3;1;Hormiguero;Fortin;4242;11;17;Rival;9;24;0;0;7;7;0;11;18;P:RecV=5/5/0/2/7 P:RecV=4/4/0/4/8 P:RecV=2/2/0/1/9 R:GuaC=2/2/1/0/0 R:CazV=0/1/6/0/0 R:RecC=15/15/0/0/0 
3;2;Hormiguero;Jauria;4242;12;23;Rival;9;8;0;0;6;6;0;18;25;P:RecV=5/8/0/3/2 P:RecV=4/6/0/1/3 P:RecV=3/4/0/2/3 R:CazC=4/6/1/0/0 R:CazV=6/6/5/0/0 R:RecV=13/13/0/0/0 
3;3;Hormiguero;Hormiguero;4242;18;22;Rival;9;0;0;0;0;0;0;18;25;P:RecV=5/5/0/0/0 P:RecV=8/8/0/0/0 P:RecV=5/5/0/0/0 R:RecV=9/9/0/0/0 R:RecV=5/8/0/0/0 R:RecV=8/8/0/0/0 
3;4;Hormiguero;HormigueroSenuelo;4242;17;27;Rival;9;8;0;0;0;0;0;17;28;P:RecV=7/7/0/0/2 P:RecV=5/5/0/0/4 P:RecV=5/5/0/0/2 R:RecV=11/11/0/0/0 R:RecV=12/12/0/0/0 R:SeñC=4/5/0/0/0 
3;5;Hormiguero;Senuelos;4242;15;19;Rival;9;18;0;0;0;0;0;16;22;P:RecV=8/8/0/0/5 P:RecV=2/3/0/0/7 P:RecV=5/5/0/0/6 R:SeñC=6/6/0/0/0 R:SeñV=0/0/0/0/0 R:RecV=13/16/0/0/0 
3;6;Hormiguero;Engano;4242;25;32;Rival;9;6;0;0;0;0;0;29;32;P:RecV=8/10/0/0/3 P:RecV=8/10/0/0/0 P:RecV=9/9/0/0/3 R:SeñC=2/2/0/0/0 R:RecC=15/15/0/0/0 R:RecC=15/15/0/0/0 
3;7;Hormiguero;Emboscada;4242;16;23;Rival;9;12;0;0;4;4;0;18;24;P:RecV=3/5/0/3/3 P:RecV=7/7/0/0/5 P:RecV=6/6/0/1/4 R:CazV=4/4/4/0/0 R:SeñV=4/5/0/0/0 R:RecC=15/15/0/0/0 
3;8;Hormiguero;Codicia;4242;24;38;Rival;9;0;0;0;0;0;0;29;43;P:RecV=10/12/0/0/0 P:RecV=7/10/0/0/0 P:RecV=7/7/0/0/0 R:RecC=14/15/0/0/0 R:RecC=12/15/0/0/0 R:RecC=12/13/0/0/0 
3;9;Hormiguero;Mixta;4242;14;18;Rival;9;11;0;0;4;4;0;22;19;P:RecV=6/11/0/2/1 P:RecV=2/4/0/2/5 P:RecV=6/7/0/0/5 R:GuaC=0/1/1/0/0 R:CazC=3/3/3/0/0 R:RecV=15/15/0/0/0 
4;0;HormigueroSenuelo;Muralla;4242;17;30;Rival;9;4;0;0;6;6;0;23;30;P:RecV=7/10/0/0/2 P:RecV=10/13/0/0/1 P:SeñC=0/0/0/6/1 R:GuaC=0/0/6/0/0 R:RecC=15/15/0/0/0 R:RecC=15/15/0/0/0 
4;1;HormigueroSenuelo;Fortin;4242;9;10;Rival;10;14;1;0;9;9;0;9;14;P:RecV=6/6/0/2/4 P:RecV=3/3/0/3/7 P:SeñC=0/0/0/4/3 R:GuaC=0/1/3/0/0 R:CazV=0/0/6/0/0 R:RecC=10/13/0/0/1 
4;2;HormigueroSenuelo;Jauria;4242;7;18;Rival;10;15;0;0;8;8;0;12;18;P:RecV=5/7/0/2/6 P:RecV=2/5/0/3/6 P:SeñC=0/0/0/3/3 R:CazC=0/0/2/0/0 R:CazV=2/2/6/0/0 R:RecV=16/16/0/0/0 
4;3;HormigueroSenuelo;Hormiguero;4242;26;20;Player;9;0;4;0;0;0;0;29;20;P:RecV=9/12/0/0/0 P:RecV=11/11/0/0/0 P:SeñC=6/6/0/0/0 R:RecV=6/6/0/0/0 R:RecV=8/8/0/0/2 R:RecV=6/6/0/0/2 
4;4;HormigueroSenuelo;HormigueroSenuelo;4242;17;20;Rival;9;2;2;0;0;0;0;17;21;P:RecV=10/10/0/0/1 P:RecV=7/7/0/0/0 P:SeñC=0/0/0/0/1 R:RecV=8/8/0/0/0 R:RecV=12/12/0/0/2 R:SeñC=0/1/0/0/0 
4;5;HormigueroSenuelo;Senuelos;4242;23;17;Player;9;1;1;0;0;0;0;23;17;P:RecV=11/11/0/0/0 P:RecV=12/12/0/0/1 P:SeñC=0/0/0/0/0 R:SeñC=0/0/0/0/0 R:SeñV=6/6/0/0/0 R:RecV=11/11/0/0/1 
4;6;HormigueroSenuelo;Engano;4242;23;19;Player;9;1;10;0;0;0;0;24;19;P:RecV=12/12/0/0/1 P:RecV=11/11/0/0/0 P:SeñC=0/1/0/0/0 R:SeñC=2/2/0/0/0 R:RecC=9/9/0/0/5 R:RecC=8/8/0/0/5 
4;7;HormigueroSenuelo;Emboscada;4242;14;19;Rival;9;9;1;0;5;5;0;21;25;P:RecV=8/9/0/0/4 P:RecV=6/10/0/1/2 P:SeñC=0/2/0/4/3 R:CazV=0/2/5/0/0 R:SeñV=7/8/0/0/0 R:RecC=12/15/0/0/1 
4;8;HormigueroSenuelo;Codicia;4242;23;24;Rival;9;0;16;0;0;0;0;25;25;P:RecV=12/13/0/0/0 P:RecV=11/11/0/0/0 P:SeñC=0/1/0/0/0 R:RecC=9/10/0/0/5 R:RecC=5/5/0/0/7 R:RecC=10/10/0/0/4 
4;9;HormigueroSenuelo;Mixta;4242;14;17;Rival;10;6;0;0;9;9;0;19;20;P:RecV=4/7/0/2/2 P:RecV=10/12/0/1/1 P:SeñC=0/0/0/6/3 R:GuaC=0/1/4/0/0 R:CazC=2/4/5/0/0 R:RecV=15/15/0/0/0 
5;0;Senuelos;Muralla;4242;13;24;Rival;9;1;4;0;4;4;0;16;27;P:SeñC=0/0/0/4/1 P:SeñV=0/2/0/0/0 P:RecV=13/14/0/0/0 R:GuaC=0/2/4/0/0 R:RecC=12/12/0/0/3 R:RecC=12/13/0/0/1 
5;1;Senuelos;Fortin;4242;10;16;Rival;9;6;2;0;6;6;0;13;16;P:SeñC=0/0/0/2/2 P:SeñV=0/0/0/4/2 P:RecV=10/13/0/0/2 R:GuaC=2/2/4/0/0 R:CazV=2/2/2/0/0 R:RecC=12/12/0/0/2 
5;2;Senuelos;Jauria;4242;7;16;Rival;10;11;0;0;9;9;0;11;18;P:SeñC=0/0/0/6/4 P:SeñV=0/1/0/2/3 P:RecV=7/10/0/1/4 R:CazC=0/2/4/0/0 R:CazV=0/0/5/0/0 R:RecV=16/16/0/0/0 
5;3;Senuelos;Hormiguero;4242;21;19;Player;9;0;4;0;0;0;0;22;19;P:SeñC=4/4/0/0/0 P:SeñV=6/6/0/0/0 P:RecV=11/12/0/0/0 R:RecV=7/7/0/0/0 R:RecV=6/6/0/0/1 R:RecV=6/6/0/0/3 
5;4;Senuelos;HormigueroSenuelo;4242;17;17;None;9;3;0;0;0;0;0;18;17;P:SeñC=0/1/0/0/1 P:SeñV=6/6/0/0/0 P:RecV=11/11/0/0/2 R:RecV=8/8/0/0/0 R:RecV=9/9/0/0/0 R:SeñC=0/0/0/0/0 
5;5;Senuelos;Senuelos;4242;19;17;Player;9;3;1;0;0;0;0;19;17;P:SeñC=2/2/0/0/0 P:SeñV=6/6/0/0/0 P:RecV=11/11/0/0/3 R:SeñC=0/0/0/0/1 R:SeñV=2/2/0/0/0 R:RecV=15/15/0/0/0 
5;6;Senuelos;Engano;4242;15;8;Player;9;1;14;0;0;0;0;20;8;P:SeñC=0/0/0/0/1 P:SeñV=2/4/0/0/0 P:RecV=13/16/0/0/0 R:SeñC=0/0/0/0/0 R:RecC=6/6/0/0/6 R:RecC=2/2/0/0/8 
5;7;Senuelos;Emboscada;4242;12;11;Player;9;8;2;0;5;5;0;12;16;P:SeñC=0/0/0/2/5 P:SeñV=2/2/0/1/1 P:RecV=10/10/0/2/2 R:CazV=0/2/5/0/0 R:SeñV=2/2/0/0/0 R:RecC=9/12/0/0/2 
5;8;Senuelos;Codicia;4242;17;21;Rival;9;0;18;0;0;0;0;19;21;P:SeñC=0/0/0/0/0 P:SeñV=4/4/0/0/0 P:RecV=13/15/0/0/0 R:RecC=8/8/0/0/6 R:RecC=8/8/0/0/6 R:RecC=5/5/0/0/6 
5;9;Senuelos;Mixta;4242;12;15;Rival;9;7;0;0;6;6;0;14;18;P:SeñC=0/0/0/5/3 P:SeñV=1/1/0/0/3 P:RecV=11/13/0/1/1 R:GuaC=2/2/2/0/0 R:CazC=0/0/4/0/0 R:RecV=13/16/0/0/0 
6;0;Engano;Muralla;4242;21;30;Rival;9;10;1;0;3;3;0;25;30;P:SeñC=3/3/0/2/2 P:RecC=10/11/0/1/4 P:RecC=8/11/0/0/4 R:GuaC=0/0/3/0/0 R:RecC=16/16/0/0/0 R:RecC=14/14/0/0/1 
6;1;Engano;Fortin;4242;8;15;Rival;10;19;0;0;7;7;0;11;17;P:SeñC=0/0/0/2/3 P:RecC=4/7/0/4/7 P:RecC=4/4/0/1/9 R:GuaC=0/0/2/0/0 R:CazV=0/2/5/0/0 R:RecC=15/15/0/0/0 
6;2;Engano;Jauria;4242;10;14;Rival;10;16;1;0;9;9;0;14;16;P:SeñC=0/0/0/5/5 P:RecC=4/8/0/2/6 P:RecC=6/6/0/2/5 R:CazC=0/0/4/0/0 R:CazV=0/2/5/0/0 R:RecV=14/14/0/0/1 
6;3;Engano;Hormiguero;4242;34;26;Player;9;0;4;0;0;0;0;34;26;P:SeñC=4/4/0/0/0 P:RecC=15/15/0/0/0 P:RecC=15/15/0/0/0 R:RecV=8/8/0/0/1 R:RecV=7/7/0/0/3 R:RecV=11/11/0/0/0 
6;4;Engano;HormigueroSenuelo;4242;12;17;Rival;9;12;2;0;0;0;0;12;23;P:SeñC=0/0/0/0/0 P:RecC=5/5/0/0/6 P:RecC=7/7/0/0/6 R:RecV=9/12/0/0/0 R:RecV=8/11/0/0/2 R:SeñC=0/0/0/0/0 
6;5;Engano;Senuelos;4242;12;15;Rival;9;15;0;0;0;0;0;12;18;P:SeñC=0/0/0/0/2 P:RecC=7/7/0/0/6 P:RecC=5/5/0/0/7 R:SeñC=0/0/0/0/0 R:SeñV=2/2/0/0/0 R:RecV=13/16/0/0/0 
6;6;Engano;Engano;4242;16;22;Rival;9;7;5;0;0;0;0;22;23;P:SeñC=0/1/0/0/0 P:RecC=6/9/0/0/4 P:RecC=10/12/0/0/3 R:SeñC=0/1/0/0/0 R:RecC=13/13/0/0/1 R:RecC=9/9/0/0/4 
6;7;Engano;Emboscada;4242;10;9;Player;10;11;5;0;6;6;0;12;11;P:SeñC=0/2/0/1/0 P:RecC=7/7/0/3/4 P:RecC=3/3/0/2/7 R:CazV=0/2/6/0/0 R:SeñV=2/2/0/0/1 R:RecC=7/7/0/0/4 
6;8;Engano;Codicia;4242;29;34;Rival;9;0;3;0;0;0;0;31;37;P:SeñC=2/3/0/0/0 P:RecC=12/13/0/0/0 P:RecC=15/15/0/0/0 R:RecC=12/14/0/0/1 R:RecC=12/12/0/0/1 R:RecC=10/11/0/0/1 
6;9;Engano;Mixta;4242;2;17;Rival;10;19;0;0;16;16;0;11;17;P:SeñC=0/0/0/5/3 P:RecC=0/4/0/5/7 P:RecC=2/7/0/6/9 R:GuaC=0/0/10/0/0 R:CazC=1/1/6/0/0 R:RecV=16/16/0/0/0 
7;0;Emboscada;Muralla;4242;13;17;Rival;10;3;5;2;5;5;2;17;24;P:CazV=2/4/2/1/0 P:SeñV=2/2/0/3/1 P:RecC=9/11/0/1/2 R:GuaC=0/0/5/0/0 R:RecC=9/13/0/1/2 R:RecC=8/11/0/1/3 
7;1;Emboscada;Fortin;4242;4;9;Rival;10;6;1;3;10;10;3;13;13;P:CazV=2/4/3/2/0 P:SeñV=2/4/0/3/0 P:RecC=0/5/0/5/6 R:GuaC=0/0/4/0/0 R:CazV=0/2/6/1/0 R:RecC=9/11/0/2/1 
7;2;Emboscada;Jauria;4242;0;2;Rival;10;13;7;3;8;8;3;5;6;P:CazV=0/2/3/2/0 P:SeñV=0/2/0/1/3 P:RecC=0/1/0/5/10 R:CazC=0/0/3/0/0 R:CazV=0/2/5/0/0 R:RecV=2/4/0/3/7 
7;3;Emboscada;Hormiguero;4242;25;8;Player;9;0;14;5;0;0;5;25;17;P:CazV=2/2/5/0/0 P:SeñV=8/8/0/0/0 P:RecC=15/15/0/0/0 R:RecV=4/7/0/1/4 R:RecV=2/5/0/2/5 R:RecV=2/5/0/2/5 
7;4;Emboscada;HormigueroSenuelo;4242;21;15;Player;9;4;5;3;0;0;3;21;23;P:CazV=4/4/3/0/0 P:SeñV=5/5/0/0/1 P:RecC=12/12/0/0/3 R:RecV=6/11/0/1/2 R:RecV=7/10/0/2/3 R:SeñC=2/2/0/0/0 
7;5;Emboscada;Senuelos;4242;7;2;Player;9;5;12;5;0;0;5;10;4;P:CazV=0/2/5/0/0 P:SeñV=0/1/0/0/0 P:RecC=7/7/0/0/5 R:SeñC=0/0/0/1/2 R:SeñV=2/2/0/0/2 R:RecV=0/2/0/4/8 
7;6;Emboscada;Engano;4242;15;20;Rival;9;4;5;3;0;0;3;18;27;P:CazV=4/4/3/0/0 P:SeñV=4/5/0/0/0 P:RecC=7/9/0/0/4 R:SeñC=4/4/0/1/0 R:RecC=7/12/0/2/2 R:RecC=9/11/0/0/3 
7;7;Emboscada;Emboscada;4242;9;13;Rival;9;3;6;3;3;3;3;16;15;P:CazV=0/2/3/0/0 P:SeñV=0/4/0/1/1 P:RecC=9/10/0/2/2 R:CazV=2/4/3/1/0 R:SeñV=2/2/0/1/2 R:RecC=9/9/0/1/4 
