i;j;player;rival;seed;pScore;rScore;winner;secs;pFled;rFled;pHits;rHits;pKnocked;rKnocked;pCol;rCol;detail
0;0;Muralla;Muralla;4242;14;14;None;10;7;8;6;7;7;6;22;16;P:GuaC=0/0/6/5/0 P:RecC=7/9/0/1/4 P:RecC=7/13/0/1/3 R:GuaC=0/0/7/4/0 R:RecC=8/8/0/1/4 R:RecC=6/8/0/1/4 
0;1;Muralla;Fortin;4242;11;9;Player;10;10;3;7;8;8;7;13;13;P:GuaC=0/0/7/3/0 P:RecC=6/6/0/2/6 P:RecC=5/7/0/3/4 R:GuaC=0/0/6/4/0 R:CazV=0/2/2/1/0 R:RecC=9/11/0/2/3 
0;2;Muralla;Jauria;4242;16;13;Player;10;7;0;8;4;4;8;16;16;P:GuaC=0/0/8/0/0 P:RecC=9/9/0/3/2 P:RecC=7/7/0/1/5 R:CazC=0/0/2/4/0 R:CazV=0/0/2/4/0 R:RecV=13/16/0/0/0 
0;3;Muralla;Hormiguero;4242;32;22;Player;9;0;8;1;0;0;1;34;24;P:GuaC=2/4/1/0/0 P:RecC=15/15/0/0/0 P:RecC=15/15/0/0/0 R:RecV=4/6/0/1/4 R:RecV=9/9/0/0/2 R:RecV=9/9/0/0/2 
0;4;Muralla;HormigueroSenuelo;4242;28;17;Player;9;2;3;4;0;0;4;31;24;P:GuaC=2/2/4/0/0 P:RecC=12/15/0/0/1 P:RecC=14/14/0/0/1 R:RecV=8/11/0/1/0 R:RecV=9/12/0/0/2 R:SeñC=0/1/0/3/1 
0;5;Muralla;Senuelos;4242;22;13;Player;9;6;4;5;0;0;5;24;18;P:GuaC=0/0/5/0/0 P:RecC=9/11/0/0/4 P:RecC=13/13/0/0/2 R:SeñC=0/0/0/1/3 R:SeñV=0/2/0/4/1 R:RecV=13/16/0/0/0 
0;6;Muralla;Engano;4242;24;9;Player;9;2;16;5;0;0;5;30;9;P:GuaC=0/0/5/0/0 P:RecC=12/15/0/0/1 P:RecC=12/15/0/0/1 R:SeñC=0/0/0/5/1 R:RecC=3/3/0/0/8 R:RecC=6/6/0/0/7 
0;7;Muralla;Emboscada;4242;19;5;Player;10;11;6;7;1;1;7;19;9;P:GuaC=0/0/7/0/0 P:RecC=10/10/0/0/5 P:RecC=9/9/0/1/6 R:CazV=3/3/1/0/0 R:SeñV=0/2/0/4/0 R:RecC=2/4/0/3/6 
0;8;Muralla;Codicia;4242;30;8;Player;9;0;22;6;0;0;6;30;8;P:GuaC=0/0/6/0/0 P:RecC=15/15/0/0/0 P:RecC=15/15/0/0/0 R:RecC=5/5/0/1/7 R:RecC=1/1/0/3/8 R:RecC=2/2/0/2/7 
0;9;Muralla;Mixta;4242;6;18;Rival;10;10;0;8;11;11;8;9;21;P:GuaC=0/0/8/5/0 P:RecC=2/4/0/4/5 P:RecC=4/5/0/2/5 R:GuaC=0/0/5/5/0 R:CazC=2/5/6/3/0 R:RecV=16/16/0/0/0 
1;0;Fortin;Muralla;4242;11;13;Rival;10;4;8;8;5;5;8;15;16;P:GuaC=0/0/4/4/0 P:CazV=2/2/4/0/0 P:RecC=9/13/0/1/4 R:GuaC=0/0/5/3/0 R:RecC=9/9/0/2/2 R:RecC=4/7/0/3/6 
1;1;Fortin;Fortin;4242;12;9;Player;10;1;3;7;6;6;7;17;16;P:GuaC=0/0/6/3/0 P:CazV=0/3/1/2/0 P:RecC=12/14/0/1/1 R:GuaC=0/0/5/3/0 R:CazV=3/5/1/3/0 R:RecC=6/11/0/1/3 
1;2;Fortin;Jauria;4242;9;12;Rival;10;4;3;7;4;4;7;12;21;P:GuaC=0/0/5/0/0 P:CazV=0/3/2/3/0 P:RecC=9/9/0/1/4 R:CazC=0/4/4/3/0 R:CazV=2/6/0/3/0 R:RecV=10/11/0/1/3 
1;3;Fortin;Hormiguero;4242;26;22;Player;9;0;7;1;0;0;1;27;24;P:GuaC=2/3/0/0/0 P:CazV=9/9/1/0/0 P:RecC=15/15/0/0/0 R:RecV=7/7/0/0/3 R:RecV=6/8/0/1/2 R:RecV=9/9/0/0/2 
1;4;Fortin;HormigueroSenuelo;4242;17;11;Player;9;0;10;7;0;0;7;20;18;P:GuaC=2/3/0/0/0 P:CazV=0/2/7/0/0 P:RecC=15/15/0/0/0 R:RecV=1/6/0/3/4 R:RecV=8/10/0/2/5 R:SeñC=2/2/0/2/1 
1;5;Fortin;Senuelos;4242;14;11;Player;10;1;7;9;0;0;9;18;14;P:GuaC=0/1/6/0/0 P:CazV=2/2/3/0/0 P:RecC=12/15/0/0/1 R:SeñC=1/1/0/5/2 R:SeñV=0/2/0/3/2 R:RecV=10/11/0/1/3 
1;6;Fortin;Engano;4242;12;5;Player;10;1;18;10;0;0;10;17;5;P:GuaC=0/0/7/0/0 P:CazV=0/2/3/0/0 P:RecC=12/15/0/0/1 R:SeñC=0/0/0/3/3 R:RecC=3/3/0/4/8 R:RecC=2/2/0/3/7 
1;7;Fortin;Emboscada;4242;11;8;Player;10;1;2;11;3;3;11;14;15;P:GuaC=0/0/9/0/0 P:CazV=2/3/2/1/0 P:RecC=9/11/0/2/1 R:CazV=2/5/3/3/0 R:SeñV=0/2/0/5/0 R:RecC=6/8/0/3/2 
1;8;Fortin;Codicia;4242;17;13;Player;9;0;21;6;0;0;6;17;16;P:GuaC=0/0/2/0/0 P:CazV=2/2/4/0/0 P:RecC=15/15/0/0/0 R:RecC=1/4/0/2/9 R:RecC=7/7/0/1/6 R:RecC=5/5/0/3/6 
1;9;Fortin;Mixta;4242;11;5;Player;10;4;6;10;6;6;10;12;7;P:GuaC=0/0/6/5/0 P:CazV=1/1/4/0/0 P:RecC=10/11/0/1/4 R:GuaC=0/0/6/5/0 R:CazC=0/2/0/2/0 R:RecV=5/5/0/3/6 
2;0;Jauria;Muralla;4242;13;18;Rival;10;0;5;3;8;8;3;17;23;P:CazC=0/0/1/5/0 P:CazV=0/1/2/3/0 P:RecV=13/16/0/0/0 R:GuaC=0/0/8/0/0 R:RecC=9/11/0/2/3 R:RecC=9/12/0/1/2 
