i;j;player;rival;seed;pScore;rScore;winner;secs;pFled;rFled;pHits;rHits;pKnocked;rKnocked;pCol;rCol;detail
3;0;Hormiguero;Muralla;4242;22;32;Rival;9;7;0;0;2;2;0;24;32;P:RecV=5/7/0/2/2 P:RecV=9/9/0/0/2 P:RecV=8/8/0/0/3 R:GuaC=2/2/2/0/0 R:RecC=15/15/0/0/0 R:RecC=15/15/0/0/0 
3;1;Hormiguero;Fortin;4242;9;21;Rival;9;14;0;0;6;6;0;17;21;P:RecV=6/8/0/2/4 P:RecV=0/5/0/2/6 P:RecV=3/4/0/2/4 R:GuaC=4/4/0/0/0 R:CazV=2/2/6/0/0 R:RecC=15/15/0/0/0 
3;2;Hormiguero;Jauria;4242;8;19;Rival;10;12;0;0;8;8;0;17;24;P:RecV=0/4/0/2/6 P:RecV=5/7/0/3/3 P:RecV=3/6/0/3/3 R:CazC=6/6/2/0/0 R:CazV=0/2/6/0/0 R:RecV=13/16/0/0/0 
3;3;Hormiguero;Hormiguero;4242;24;18;Player;9;0;0;0;0;0;0;27;21;P:RecV=9/12/0/0/0 P:RecV=9/9/0/0/0 P:RecV=6/6/0/0/0 R:RecV=7/10/0/0/0 R:RecV=5/5/0/0/0 R:RecV=6/6/0/0/0 
3;4;Hormiguero;HormigueroSenuelo;4242;24;23;Player;9;2;0;0;0;0;0;24;23;P:RecV=11/11/0/0/0 P:RecV=7/7/0/0/1 P:RecV=6/6/0/0/1 R:RecV=8/8/0/0/0 R:RecV=9/9/0/0/0 R:SeñC=6/6/0/0/0 
3;5;Hormiguero;Senuelos;4242;23;21;Player;9;5;0;0;0;0;0;23;24;P:RecV=7/7/0/0/2 P:RecV=9/9/0/0/1 P:RecV=7/7/0/0/2 R:SeñC=4/6/0/0/0 R:SeñV=6/7/0/0/0 R:RecV=11/11/0/0/0 
3;6;Hormiguero;Engano;4242;24;31;Rival;9;1;0;0;0;0;0;25;36;P:RecV=7/8/0/0/1 P:RecV=10/10/0/0/0 P:RecV=7/7/0/0/0 R:SeñC=4/6/0/0/0 R:RecC=12/15/0/0/0 R:RecC=15/15/0/0/0 
3;7;Hormiguero;Emboscada;4242;10;15;Rival;9;19;0;0;6;6;0;11;16;P:RecV=4/4/0/3/4 P:RecV=2/3/0/3/7 P:RecV=4/4/0/0/8 R:CazV=0/1/6/0/0 R:SeñV=0/0/0/0/0 R:RecC=15/15/0/0/0 
3;8;Hormiguero;Codicia;4242;25;38;Rival;9;0;0;0;0;0;0;29;40;P:RecV=8/11/0/0/0 P:RecV=9/10/0/0/0 P:RecV=8/8/0/0/0 R:RecC=12/14/0/0/0 R:RecC=14/14/0/0/0 R:RecC=12/12/0/0/0 
3;9;Hormiguero;Mixta;4242;21;18;Player;9;6;0;0;2;2;0;22;18;P:RecV=9/9/0/0/0 P:RecV=8/8/0/0/2 P:RecV=4/5/0/2/4 R:GuaC=2/2/1/0/0 R:CazC=4/4/1/0/0 R:RecV=12/12/0/0/0 
4;0;HormigueroSenuelo;Muralla;4242;22;26;Rival;9;3;2;0;4;4;0;25;30;P:RecV=12/12/0/0/1 P:RecV=8/11/0/0/1 P:SeñC=2/2/0/4/1 R:GuaC=2/2/4/0/0 R:RecC=12/14/0/0/1 R:RecC=12/14/0/0/1 
