i;j;player;rival;seed;pScore;rScore;winner;secs;pFled;rFled;pHits;rHits;pKnocked;rKnocked;pCol;rCol;detail
0;0;Muralla;Muralla;4242;18;26;Rival;10;3;3;3;5;5;3;24;28;P:GuaC=0/0/3/2/0 P:RecC=12/14/0/1/1 P:RecC=6/10/0/2/2 R:GuaC=0/2/5/3/0 R:RecC=14/14/0/0/1 R:RecC=12/12/0/0/2 
0;1;Muralla;Fortin;4242;12;10;Player;10;10;3;6;7;7;6;16;15;P:GuaC=0/0/6/3/0 P:RecC=6/10/0/2/4 P:RecC=6/6/0/2/6 R:GuaC=0/0/5/4/0 R:CazV=0/2/2/2/0 R:RecC=10/13/0/0/3 
0;2;Muralla;Jauria;4242;18;13;Player;10;6;0;6;4;4;6;18;18;P:GuaC=0/0/6/0/0 P:RecC=9/9/0/1/4 P:RecC=9/9/0/3/2 R:CazC=0/0/1/4/0 R:CazV=0/2/3/2/0 R:RecV=13/16/0/0/0 
0;3;Muralla;Hormiguero;4242;32;26;Player;9;0;2;2;0;0;2;32;28;P:GuaC=2/2/2/0/0 P:RecC=15/15/0/0/0 P:RecC=15/15/0/0/0 R:RecV=9/10/0/1/1 R:RecV=8/8/0/1/0 R:RecV=9/10/0/0/1 
0;4;Muralla;HormigueroSenuelo;4242;24;17;Player;10;4;1;8;0;0;8;27;23;P:GuaC=0/1/8/0/0 P:RecC=12/12/0/0/2 P:RecC=12/14/0/0/2 R:RecV=8/11/0/2/1 R:RecV=9/12/0/2/0 R:SeñC=0/0/0/4/0 
0;5;Muralla;Senuelos;4242;23;15;Player;9;6;3;4;0;0;4;27;18;P:GuaC=0/0/4/0/0 P:RecC=11/12/0/0/4 P:RecC=12/15/0/0/2 R:SeñC=0/0/0/4/2 R:SeñV=2/2/0/0/1 R:RecV=13/16/0/0/0 
0;6;Muralla;Engano;4242;24;9;Player;9;2;15;5;0;0;5;30;10;P:GuaC=0/1/5/0/0 P:RecC=12/14/0/0/1 P:RecC=12/15/0/0/1 R:SeñC=0/0/0/3/2 R:RecC=5/5/0/0/7 R:RecC=4/5/0/2/6 
0;7;Muralla;Emboscada;4242;15;14;Player;10;5;3;6;5;5;6;20;14;P:GuaC=0/0/6/0/0 P:RecC=9/11/0/3/2 P:RecC=6/9/0/2/3 R:CazV=0/0/5/4/0 R:SeñV=2/2/0/2/1 R:RecC=12/12/0/0/2 
0;8;Muralla;Codicia;4242;27;8;Player;9;0;19;5;0;0;5;28;13;P:GuaC=0/0/5/0/0 P:RecC=12/13/0/0/0 P:RecC=15/15/0/0/0 R:RecC=5/6/0/1/7 R:RecC=1/3/0/2/7 R:RecC=2/4/0/2/5 
0;9;Muralla;Mixta;4242;13;13;None;10;11;0;7;7;7;7;16;16;P:GuaC=0/0/7/5/0 P:RecC=8/8/0/0/6 P:RecC=5/8/0/2/5 R:GuaC=0/0/5/3/0 R:CazC=0/0/2/4/0 R:RecV=13/16/0/0/0 
1;0;Fortin;Muralla;4242;9;10;Rival;10;1;9;9;8;8;9;14;14;P:GuaC=0/0/7/3/0 P:CazV=0/2/2/3/0 P:RecC=9/12/0/2/1 R:GuaC=0/0/8/4/0 R:RecC=4/7/0/4/5 R:RecC=6/7/0/1/4 
1;1;Fortin;Fortin;4242;3;6;Rival;10;4;6;10;8;8;10;10;8;P:GuaC=0/0/7/5/0 P:CazV=0/2/3/0/0 P:RecC=3/8/0/3/4 R:GuaC=0/0/6/5/0 R:CazV=0/2/2/2/0 R:RecC=6/6/0/3/6 
1;2;Fortin;Jauria;4242;12;9;Player;10;4;2;9;2;2;9;12;12;P:GuaC=0/0/6/0/0 P:CazV=2/2/3/1/0 P:RecC=10/10/0/1/4 R:CazC=0/0/1/2/0 R:CazV=2/2/1/4/0 R:RecV=7/10/0/3/2 
1;3;Fortin;Hormiguero;4242;17;8;Player;10;0;17;9;0;0;9;19;13;P:GuaC=2/4/0/0/0 P:CazV=0/0/9/0/0 P:RecC=15/15/0/0/0 R:RecV=1/2/0/2/8 R:RecV=4/6/0/4/4 R:RecV=3/5/0/3/5 
1;4;Fortin;HormigueroSenuelo;4242;19;15;Player;9;0;8;8;0;0;8;21;22;P:GuaC=0/0/6/0/0 P:CazV=4/6/2/0/0 P:RecC=15/15/0/0/0 R:RecV=7/11/0/1/2 R:RecV=8/11/0/1/3 R:SeñC=0/0/0/6/3 
1;5;Fortin;Senuelos;4242;15;8;Player;10;0;7;11;0;0;11;16;11;P:GuaC=0/1/4/0/0 P:CazV=0/0/7/0/0 P:RecC=15/15/0/0/0 R:SeñC=0/0/0/7/2 R:SeñV=0/2/0/2/1 R:RecV=8/9/0/2/4 
1;6;Fortin;Engano;4242;12;6;Player;10;1;16;10;0;0;10;16;14;P:GuaC=0/0/5/0/0 P:CazV=0/2/5/0/0 P:RecC=12/14/0/0/1 R:SeñC=0/2/0/4/3 R:RecC=2/2/0/3/7 R:RecC=4/10/0/3/6 
1;7;Fortin;Emboscada;4242;9;3;Player;10;4;7;7;2;2;7;15;12;P:GuaC=0/0/5/0/0 P:CazV=0/3/2/1/0 P:RecC=9/12/0/1/4 R:CazV=1/3/2/1/0 R:SeñV=0/4/0/4/1 R:RecC=2/5/0/2/6 
1;8;Fortin;Codicia;4242;15;4;Player;10;0;28;8;0;0;8;17;5;P:GuaC=0/0/2/0/0 P:CazV=0/2/6/0/0 P:RecC=15/15/0/0/0 R:RecC=2/3/0/2/8 R:RecC=1/1/0/3/10 R:RecC=1/1/0/3/10 
1;9;Fortin;Mixta;4242;1;3;Rival;10;7;8;9;8;8;9;2;3;P:GuaC=0/0/5/5/0 P:CazV=0/0/4/0/0 P:RecC=1/2/0/3/7 R:GuaC=0/0/6/3/0 R:CazC=0/0/2/2/0 R:RecV=3/3/0/4/8 
2;0;Jauria;Muralla;4242;13;19;Rival;10;0;8;3;6;6;3;18;20;P:CazC=0/0/1/4/0 P:CazV=0/2/2/2/0 P:RecV=13/16/0/0/0 R:GuaC=0/1/6/1/0 R:RecC=10/10/0/2/3 R:RecC=9/9/0/0/5 
2;1;Jauria;Fortin;4242;10;12;Rival;10;2;2;5;9;9;5;12;13;P:CazC=1/2/2/4/0 P:CazV=0/0/3/4/0 P:RecV=9/10/0/1/2 R:GuaC=0/0/6/1/0 R:CazV=0/1/3/3/0 R:RecC=12/12/0/1/2 
2;2;Jauria;Jauria;4242;0;0;None;10;7;7;4;4;4;4;4;4;P:CazC=0/0/0/0/0 P:CazV=0/2/4/0/0 P:RecV=0/2/0/4/7 R:CazC=0/0/0/0/0 R:CazV=0/2/4/0/0 R:RecV=0/2/0/4/7 
2;3;Jauria;Hormiguero;4242;23;6;Player;10;0;15;8;0;0;8;23;15;P:CazC=4/4/4/0/0 P:CazV=4/4/4/0/0 P:RecV=15/15/0/0/0 R:RecV=1/3/0/3/6 R:RecV=5/7/0/2/3 R:RecV=0/5/0/3/6 
2;4;Jauria;HormigueroSenuelo;4242;18;5;Player;10;0;13;8;0;0;8;21;17;P:CazC=5/5/1/0/0 P:CazV=0/0/7/0/0 P:RecV=13/16/0/0/0 R:RecV=3/8/0/2/6 R:RecV=0/5/0/3/6 R:SeñC=2/4/0/3/1 
2;5;Jauria;Senuelos;4242;12;2;Player;9;3;8;6;0;0;6;15;6;P:CazC=2/4/3/0/0 P:CazV=0/1/3/0/0 P:RecV=10/10/0/0/3 R:SeñC=2/2/0/1/1 R:SeñV=0/1/0/2/0 R:RecV=0/3/0/3/7 
2;6;Jauria;Engano;4242;15;4;Player;10;0;17;9;0;0;9;20;13;P:CazC=2/2/4/0/0 P:CazV=0/2/5/0/0 P:RecV=13/16/0/0/0 R:SeñC=0/2/0/5/1 R:RecC=3/4/0/2/7 R:RecC=1/7/0/2/9 
2;7;Jauria;Emboscada;4242;1;3;Rival;10;7;8;6;4;4;6;6;8;P:CazC=0/2/2/0/0 P:CazV=0/2/4/0/0 P:RecV=1/2/0/4/7 R:CazV=0/2/4/0/0 R:SeñV=1/2/0/2/2 R:RecC=2/4/0/4/6 
2;8;Jauria;Codicia;4242;15;8;Player;10;0;24;8;0;0;8;20;11;P:CazC=2/2/4/0/0 P:CazV=0/2/4/0/0 P:RecV=13/16/0/0/0 R:RecC=4/4/0/3/9 R:RecC=1/4/0/2/8 R:RecC=3/3/0/3/7 
2;9;Jauria;Mixta;4242;13;6;Player;10;2;6;3;6;6;3;13;7;P:CazC=0/0/0/5/0 P:CazV=0/0/3/1/0 P:RecV=13/13/0/0/2 R:GuaC=0/0/6/0/0 R:CazC=0/0/0/0/0 R:RecV=6/7/0/3/6 
3;0;Hormiguero;Muralla;4242;18;29;Rival;9;4;0;0;2;2;0;24;34;P:RecV=5/7/0/0/1 P:RecV=9/9/0/0/2 P:RecV=4/8/0/2/1 R:GuaC=2/4/2/0/0 R:RecC=12/15/0/0/0 R:RecC=15/15/0/0/0 
3;1;Hormiguero;Fortin;4242;20;26;Rival;9;7;0;0;2;2;0;23;28;P:RecV=4/7/0/1/2 P:RecV=7/7/0/1/3 P:RecV=9/9/0/0/2 R:GuaC=2/4/1/0/0 R:CazV=9/9/1/0/0 R:RecC=15/15/0/0/0 
3;2;Hormiguero;Jauria;4242;8;17;Rival;9;20;0;0;5;5;0;13;21;P:RecV=5/5/0/1/6 P:RecV=3/5/0/2/6 P:RecV=0/3/0/2/8 R:CazC=4/4/0/0/0 R:CazV=0/1/5/0/0 R:RecV=13/16/0/0/0 
3;3;Hormiguero;Hormiguero;4242;18;26;Rival;9;0;0;0;0;0;0;18;26;P:RecV=5/5/0/0/0 P:RecV=6/6/0/0/0 P:RecV=7/7/0/0/0 R:RecV=8/8/0/0/0 R:RecV=11/11/0/0/0 R:RecV=7/7/0/0/0 
3;4;Hormiguero;HormigueroSenuelo;4242;23;21;Player;9;2;0;0;0;0;0;23;21;P:RecV=12/12/0/0/0 P:RecV=9/9/0/0/1 P:RecV=2/2/0/0/1 R:RecV=8/8/0/0/0 R:RecV=9/9/0/0/0 R:SeñC=4/4/0/0/0 
3;5;Hormiguero;Senuelos;4242;21;19;Player;9;3;0;0;0;0;0;23;20;P:RecV=6/6/0/0/2 P:RecV=6/6/0/0/1 P:RecV=9/11/0/0/0 R:SeñC=6/6/0/0/0 R:SeñV=2/3/0/0/0 R:RecV=11/11/0/0/0 
3;6;Hormiguero;Engano;4242;24;34;Rival;9;4;0;0;0;0;0;27;34;P:RecV=9/9/0/0/2 P:RecV=9/9/0/0/1 P:RecV=6/9/0/0/1 R:SeñC=4/4/0/0/0 R:RecC=15/15/0/0/0 R:RecC=15/15/0/0/0 
3;7;Hormiguero;Emboscada;4242;20;28;Rival;9;5;0;0;3;3;0;23;28;P:RecV=6/8/0/2/2 P:RecV=6/7/0/1/2 P:RecV=8/8/0/0/1 R:CazV=7/7/3/0/0 R:SeñV=6/6/0/0/0 R:RecC=15/15/0/0/0 
3;8;Hormiguero;Codicia;4242;24;38;Rival;9;0;0;0;0;0;0;28;43;P:RecV=9/11/0/0/0 P:RecV=8/10/0/0/0 P:RecV=7/7/0/0/0 R:RecC=12/15/0/0/0 R:RecC=14/15/0/0/0 R:RecC=12/13/0/0/0 
3;9;Hormiguero;Mixta;4242;20;16;Player;9;3;0;0;3;3;0;22;17;P:RecV=5/5/0/2/2 P:RecV=8/10/0/1/0 P:RecV=7/7/0/0/1 R:GuaC=0/1/2/0/0 R:CazC=4/4/1/0/0 R:RecV=12/12/0/0/0 
4;0;HormigueroSenuelo;Muralla;4242;20;24;Rival;9;4;7;0;6;6;0;24;24;P:RecV=12/12/0/0/1 P:RecV=8/11/0/1/2 P:SeñC=0/1/0/5/1 R:GuaC=2/2/6/0/0 R:RecC=11/11/0/0/3 R:RecC=11/11/0/0/4 
4;1;HormigueroSenuelo;Fortin;4242;15;19;Rival;10;4;1;0;9;9;0;21;24;P:RecV=9/10/0/2/3 P:RecV=6/11/0/1/0 P:SeñC=0/0/0/6/1 R:GuaC=0/0/7/0/0 R:CazV=7/9/2/0/0 R:RecC=12/15/0/0/1 
4;2;HormigueroSenuelo;Jauria;4242;12;15;Rival;10;10;0;0;9;9;0;20;20;P:RecV=7/10/0/1/4 P:RecV=2/7/0/3/5 P:SeñC=3/3/0/5/1 R:CazC=2/4/3/0/0 R:CazV=0/0/6/0/0 R:RecV=13/16/0/0/0 
4;3;HormigueroSenuelo;Hormiguero;4242;21;22;Rival;9;0;5;0;0;0;0;21;22;P:RecV=9/9/0/0/0 P:RecV=8/8/0/0/0 P:SeñC=4/4/0/0/0 R:RecV=7/7/0/0/3 R:RecV=7/7/0/0/2 R:RecV=8/8/0/0/0 
4;4;HormigueroSenuelo;HormigueroSenuelo;4242;17;17;None;9;3;0;0;0;0;0;17;17;P:RecV=8/8/0/0/0 P:RecV=9/9/0/0/0 P:SeñC=0/0/0/0/3 R:RecV=8/8/0/0/0 R:RecV=9/9/0/0/0 R:SeñC=0/0/0/0/0 
4;5;HormigueroSenuelo;Senuelos;4242;17;17;None;9;4;1;0;0;0;0;18;21;P:RecV=7/7/0/0/0 P:RecV=10/10/0/0/2 P:SeñC=0/1/0/0/2 R:SeñC=0/0/0/0/1 R:SeñV=6/7/0/0/0 R:RecV=11/14/0/0/0 
4;6;HormigueroSenuelo;Engano;4242;23;16;Player;9;2;11;0;0;0;0;23;16;P:RecV=12/12/0/0/0 P:RecV=11/11/0/0/1 P:SeñC=0/0/0/0/1 R:SeñC=0/0/0/0/1 R:RecC=10/10/0/0/4 R:RecC=6/6/0/0/6 
4;7;HormigueroSenuelo;Emboscada;4242;19;19;None;9;5;4;0;2;2;0;22;23;P:RecV=11/11/0/1/2 P:RecV=6/9/0/1/2 P:SeñC=2/2/0/0/1 R:CazV=4/5/2/0/0 R:SeñV=8/8/0/0/0 R:RecC=7/10/0/0/4 
4;8;HormigueroSenuelo;Codicia;4242;23;23;None;9;0;15;0;0;0;0;24;25;P:RecV=12/12/0/0/0 P:RecV=11/11/0/0/0 P:SeñC=0/1/0/0/0 R:RecC=8/8/0/0/6 R:RecC=9/10/0/0/4 R:RecC=6/7/0/0/5 
4;9;HormigueroSenuelo;Mixta;4242;17;18;Rival;9;5;0;0;7;7;0;20;18;P:RecV=9/12/0/2/0 P:RecV=8/8/0/1/3 P:SeñC=0/0/0/4/2 R:GuaC=2/2/3/0/0 R:CazC=2/2/4/0/0 R:RecV=14/14/0/0/0 
5;0;Senuelos;Muralla;4242;15;20;Rival;9;1;8;0;6;6;0;17;21;P:SeñC=0/0/0/2/0 P:SeñV=2/2/0/4/0 P:RecV=13/15/0/0/1 R:GuaC=2/2/6/0/0 R:RecC=8/8/0/0/4 R:RecC=10/11/0/0/4 
5;1;Senuelos;Fortin;4242;4;11;Rival;10;3;4;0;12;12;0;10;14;P:SeñC=0/0/0/4/0 P:SeñV=0/2/0/5/0 P:RecV=4/8/0/3/3 R:GuaC=0/2/8/0/0 R:CazV=0/1/4/0/0 R:RecC=11/11/0/0/4 
5;2;Senuelos;Jauria;4242;7;15;Rival;10;14;0;0;7;7;0;8;20;P:SeñC=0/0/0/3/2 P:SeñV=4/5/0/2/2 P:RecV=3/3/0/2/10 R:CazC=2/4/3/0/0 R:CazV=0/0/4/0/0 R:RecV=13/16/0/0/0 
5;3;Senuelos;Hormiguero;4242;21;16;Player;9;0;11;0;0;0;0;21;17;P:SeñC=4/4/0/0/0 P:SeñV=2/2/0/0/0 P:RecV=15/15/0/0/0 R:RecV=3/3/0/0/5 R:RecV=8/8/0/0/3 R:RecV=5/6/0/0/3 
5;4;Senuelos;HormigueroSenuelo;4242;18;21;Rival;9;4;3;0;0;0;0;19;21;P:SeñC=0/0/0/0/4 P:SeñV=4/5/0/0/0 P:RecV=14/14/0/0/0 R:RecV=11/11/0/0/0 R:RecV=10/10/0/0/1 R:SeñC=0/0/0/0/2 
5;5;Senuelos;Senuelos;4242;17;17;None;9;1;3;0;0;0;0;17;17;P:SeñC=0/0/0/0/0 P:SeñV=3/3/0/0/1 P:RecV=14/14/0/0/0 R:SeñC=0/0/0/0/2 R:SeñV=5/5/0/0/0 R:RecV=12/12/0/0/1 
5;6;Senuelos;Engano;4242;15;12;Player;9;0;15;0;0;0;0;20;12;P:SeñC=0/0/0/0/0 P:SeñV=2/4/0/0/0 P:RecV=13/16/0/0/0 R:SeñC=0/0/0/0/1 R:RecC=9/9/0/0/5 R:RecC=3/3/0/0/9 
5;7;Senuelos;Emboscada;4242;5;12;Rival;9;10;4;0;5;5;0;7;14;P:SeñC=0/1/0/1/2 P:SeñV=2/2/0/0/1 P:RecV=3/4/0/4/7 R:CazV=0/0/5/0/0 R:SeñV=2/3/0/0/0 R:RecC=10/11/0/0/4 
5;8;Senuelos;Codicia;4242;15;17;Rival;9;0;21;0;0;0;0;20;18;P:SeñC=0/0/0/0/0 P:SeñV=2/4/0/0/0 P:RecV=13/16/0/0/0 R:RecC=4/5/0/0/8 R:RecC=4/4/0/0/8 R:RecC=9/9/0/0/5 
5;9;Senuelos;Mixta;4242;10;15;Rival;10;3;0;0;9;9;0;11;18;P:SeñC=0/0/0/5/1 P:SeñV=0/0/0/3/0 P:RecV=10/11/0/1/2 R:GuaC=2/2/5/0/0 R:CazC=0/0/4/0/0 R:RecV=13/16/0/0/0 
6;0;Engano;Muralla;4242;14;24;Rival;9;12;0;0;4;4;0;16;30;P:SeñC=0/0/0/4/2 P:RecC=7/7/0/0/5 P:RecC=7/9/0/0/5 R:GuaC=0/0/4/0/0 R:RecC=12/15/0/0/0 R:RecC=12/15/0/0/0 
6;1;Engano;Fortin;4242;11;15;Rival;9;18;0;0;5;5;0;13;17;P:SeñC=0/0/0/5/3 P:RecC=4/6/0/0/8 P:RecC=7/7/0/0/7 R:GuaC=0/0/5/0/0 R:CazV=0/2/0/0/0 R:RecC=15/15/0/0/0 
6;2;Engano;Jauria;4242;1;13;Rival;10;21;0;0;10;10;0;2;18;P:SeñC=0/0/0/3/3 P:RecC=0/0/0/4/9 P:RecC=1/2/0/3/9 R:CazC=0/0/5/0/0 R:CazV=0/2/5/0/0 R:RecV=13/16/0/0/0 
6;3;Engano;Hormiguero;4242;34;26;Player;9;0;2;0;0;0;0;34;26;P:SeñC=4/4/0/0/0 P:RecC=15/15/0/0/0 P:RecC=15/15/0/0/0 R:RecV=8/8/0/0/1 R:RecV=10/10/0/0/0 R:RecV=8/8/0/0/1 
6;4;Engano;HormigueroSenuelo;4242;14;20;Rival;9;11;1;0;0;0;0;19;23;P:SeñC=0/1/0/0/1 P:RecC=5/6/0/0/7 P:RecC=9/12/0/0/3 R:RecV=10/13/0/0/1 R:RecV=10/10/0/0/0 R:SeñC=0/0/0/0/0 
6;5;Engano;Senuelos;4242;14;15;Rival;9;14;0;0;0;0;0;15;19;P:SeñC=0/0/0/0/1 P:RecC=8/9/0/0/6 P:RecC=6/6/0/0/7 R:SeñC=0/1/0/0/0 R:SeñV=2/2/0/0/0 R:RecV=13/16/0/0/0 
6;6;Engano;Engano;4242;25;29;Rival;9;3;3;0;0;0;0;28;32;P:SeñC=0/2/0/0/0 P:RecC=15/16/0/0/0 P:RecC=10/10/0/0/3 R:SeñC=2/3/0/0/1 R:RecC=15/15/0/0/0 R:RecC=12/14/0/0/2 
6;7;Engano;Emboscada;4242;18;16;Player;9;10;2;0;4;4;0;23;16;P:SeñC=0/0/0/2/3 P:RecC=7/12/0/2/3 P:RecC=11/11/0/0/4 R:CazV=2/2/4/0/0 R:SeñV=2/2/0/0/0 R:RecC=12/12/0/0/2 
6;8;Engano;Codicia;4242;29;34;Rival;9;0;3;0;0;0;0;30;39;P:SeñC=2/2/0/0/0 P:RecC=12/13/0/0/0 P:RecC=15/15/0/0/0 R:RecC=9/12/0/0/2 R:RecC=15/15/0/0/0 R:RecC=10/12/0/0/1 
6;9;Engano;Mixta;4242;4;13;Rival;10;24;0;0;7;7;0;4;16;P:SeñC=0/0/0/2/5 P:RecC=3/3/0/3/9 P:RecC=1/1/0/2/10 R:GuaC=0/0/5/0/0 R:CazC=0/0/2/0/0 R:RecV=13/16/0/0/0 
7;0;Emboscada;Muralla;4242;10;18;Rival;10;4;6;4;5;5;4;13;21;P:CazV=0/2/4/1/0 P:SeñV=2/3/0/3/0 P:RecC=8/8/0/1/4 R:GuaC=0/0/5/0/0 R:RecC=9/9/0/3/3 R:RecC=9/12/0/1/3 
7;1;Emboscada;Fortin;4242;2;7;Rival;10;9;2;2;7;7;2;7;13;P:CazV=0/2/2/0/0 P:SeñV=2/2/0/3/0 P:RecC=0/3/0/4/9 R:GuaC=0/0/5/0/0 R:CazV=0/2/2/0/0 R:RecC=7/11/0/2/2 
7;2;Emboscada;Jauria;4242;4;11;Rival;10;8;2;3;8;8;3;7;17;P:CazV=2/3/3/3/0 P:SeñV=0/1/0/1/2 P:RecC=2/3/0/4/6 R:CazC=3/3/5/1/0 R:CazV=1/3/3/0/0 R:RecV=7/11/0/2/2 
7;3;Emboscada;Hormiguero;4242;28;17;Player;9;0;7;1;0;0;1;28;21;P:CazV=5/5/1/0/0 P:SeñV=8/8/0/0/0 P:RecC=15/15/0/0/0 R:RecV=5/8/0/1/2 R:RecV=4/5/0/0/3 R:RecV=8/8/0/0/2 
